answer,count,percent,sum,prob
RODE,609,0.04,0.321,0.0000272600
BETA,607,0.04,0.343,0.0000211309
EBON,606,0.04,0.291,0.0000116312
ALEX,605,0.04,0.309,0.0000023067
HERA,604,0.04,0.348,0.0000262838
HULA,604,0.04,0.214,0.0000032235
HIRE,603,0.04,0.294,0.0000140324
LARA,603,0.04,0.356,0.0000510396
SIDE,603,0.04,0.324,0.0000274156
ARMS,602,0.04,0.303,0.0000201809
LAMA,600,0.04,0.311,0.0000193986
SHOO,600,0.04,0.261,0.0000114280
OUST,599,0.04,0.258,0.0000107931
RTES,599,0.04,0.370,0.0000626719
LASS,598,0.04,0.345,0.0000480976
SLUR,598,0.04,0.237,0.0000077745
ECON,597,0.04,0.301,0.0000176987
SLIT,597,0.04,0.275,0.0000207097
ALGA,596,0.04,0.303,0.0000136472
IBET,596,0.04,0.289,0.0000112814
ITCH,596,0.04,0.184,0.0000028742
ROAN,595,0.04,0.323,0.0000375866
EBAY,595,0.04,0.285,0.0000042109
TETE,594,0.04,0.418,0.0000962239
LURE,594,0.04,0.286,0.0000120739
PANE,592,0.04,0.341,0.0000266576
SOME,592,0.04,0.328,0.0000250005
DEAR,591,0.04,0.361,0.0000418911
LAME,591,0.04,0.333,0.0000231595
AIRS,590,0.04,0.337,0.0000452030
TINE,590,0.04,0.331,0.0000363973
YSER,589,0.04,0.312,0.0000124891
CARE,589,0.04,0.353,0.0000325236
ARNE,588,0.04,0.385,0.0000689586
TELL,587,0.04,0.316,0.0000279173
LEST,587,0.04,0.351,0.0000463115
SAFE,586,0.04,0.351,0.0000144726
AHOY,585,0.04,0.227,0.0000028225
BRIE,585,0.04,0.290,0.0000114111
ROLL,585,0.04,0.254,0.0000153915
ROPE,584,0.04,0.312,0.0000207438
ALLY,584,0.04,0.236,0.0000046599
BASE,584,0.04,0.360,0.0000262007
BEER,583,0.04,0.366,0.0000255177
GEAR,582,0.04,0.344,0.0000220489
HAIR,582,0.04,0.272,0.0000117537
TOOL,582,0.04,0.275,0.0000213674
TOES,581,0.04,0.372,0.0000650313
AUNT,580,0.04,0.270,0.0000113148
ASHY,580,0.04,0.241,0.0000033343
NAPE,579,0.04,0.341,0.0000266576
PALE,579,0.04,0.334,0.0000235559
IRAE,578,0.04,0.386,0.0000702006
PITA,578,0.04,0.276,0.0000140930
SURE,578,0.04,0.321,0.0000200292
SLAV,577,0.04,0.265,0.0000043366
MINI,577,0.04,0.211,0.0000062572
SOON,576,0.04,0.299,0.0000299825
EARP,575,0.04,0.353,0.0000318775
OILS,575,0.04,0.278,0.0000217364
SOAP,575,0.04,0.306,0.0000212990
POET,574,0.04,0.312,0.0000205080
LEAD,574,0.04,0.343,0.0000309555
MARE,574,0.04,0.352,0.0000313411
TORO,574,0.04,0.293,0.0000289159
PASS,573,0.04,0.320,0.0000251617
DYES,573,0.04,0.277,0.0000063446
LEVI,573,0.04,0.260,0.0000035956
RULE,572,0.04,0.286,0.0000120739
LOAN,571,0.04,0.304,0.0000277747
SLAW,570,0.04,0.267,0.0000057142
DAIS,569,0.04,0.302,0.0000229635
TEAM,569,0.04,0.351,0.0000309849
TOAD,568,0.04,0.298,0.0000225737
CORE,567,0.04,0.313,0.0000211643
SPIN,567,0.04,0.238,0.0000091641
ROSS,566,0.04,0.324,0.0000423558
TADA,566,0.04,0.338,0.0000346896
AYES,565,0.04,0.355,0.0000199149
DESI,565,0.04,0.324,0.0000274156
REPO,565,0.04,0.312,0.0000207438
THOR,565,0.04,0.241,0.0000088823
CLUE,564,0.04,0.242,0.0000047621
DALI,564,0.04,0.267,0.0000138428
ROME,563,0.04,0.312,0.0000203947
ACDC,562,0.04,0.209,0.0000034230
REEF,561,0.04,0.357,0.0000140953
ELOI,561,0.04,0.327,0.0000337568
ILIA,561,0.04,0.291,0.0000231975
OLAF,561,0.04,0.254,0.0000047553
SEAN,560,0.04,0.401,0.0000845316
LEON,560,0.04,0.326,0.0000331595
SAVE,560,0.04,0.349,0.0000111722
PEEL,559,0.04,0.356,0.0000281228
ROBE,559,0.04,0.303,0.0000139087
SERB,559,0.04,0.317,0.0000164311
TAIL,559,0.04,0.301,0.0000269394
NEIL,558,0.04,0.313,0.0000272050
PERT,558,0.04,0.309,0.0000197640
LSAT,557,0.04,0.328,0.0000387908
ONIT,557,0.04,0.268,0.0000198387
MESH,556,0.04,0.276,0.0000076796
EKED,555,0.04,0.322,0.0000070700
GLEN,555,0.04,0.270,0.0000085447
SPRY,555,0.04,0.203,0.0000025361
TIDE,555,0.04,0.307,0.0000221107
MALI,554,0.04,0.257,0.0000103565
TACT,554,0.04,0.286,0.0000166981
LIMA,553,0.04,0.257,0.0000103565
IMAM,553,0.04,0.231,0.0000053267
DIET,551,0.04,0.307,0.0000221107
CITE,551,0.04,0.299,0.0000171664
TITO,551,0.04,0.279,0.0000234538
ERIK,550,0.03,0.281,0.0000062235
RAID,550,0.03,0.285,0.0000187330
KNOT,550,0.03,0.217,0.0000032943
MEAT,550,0.03,0.351,0.0000309849
YORE,549,0.03,0.299,0.0000105718
AILS,548,0.03,0.318,0.0000334028
LANA,548,0.03,0.344,0.0000426820
ATMS,548,0.03,0.302,0.0000199515
PIER,547,0.03,0.299,0.0000170188
DEAL,547,0.03,0.343,0.0000309555
LEES,547,0.03,0.417,0.0000891778
OLEG,546,0.03,0.285,0.0000106025
REND,545,0.03,0.307,0.0000219692
ANDY,545,0.03,0.226,0.0000036253
CHAR,545,0.03,0.239,0.0000054454
ILSA,543,0.03,0.318,0.0000334028
SEAM,542,0.03,0.368,0.0000384189
RYES,542,0.03,0.312,0.0000124891
CLAN,541,0.03,0.257,0.0000105572
TROD,541,0.03,0.255,0.0000141566
ADES,540,0.03,0.378,0.0000513514
APEX,540,0.03,0.283,0.0000012067
CREE,540,0.03,0.376,0.0000388292
INFO,539,0.03,0.207,0.0000028730
ROMA,539,0.03,0.290,0.0000170828
IVES,538,0.03,0.295,0.0000059646
ALFA,537,0.03,0.294,0.0000073076
DEEP,537,0.03,0.339,0.0000193336
MAST,537,0.03,0.302,0.0000199515
OKIE,537,0.03,0.284,0.0000064578
SHAM,537,0.03,0.254,0.0000064325
TRIP,536,0.03,0.233,0.0000088381
BASS,536,0.03,0.311,0.0000168709
CAST,535,0.03,0.303,0.0000207043
DESK,535,0.03,0.273,0.0000045524
CANE,534,0.03,0.341,0.0000271979
ORBS,534,0.03,0.254,0.0000089560
ROAD,534,0.03,0.299,0.0000228332
THEN,533,0.03,0.292,0.0000136275
WREN,533,0.03,0.281,0.0000062981
DDAY,533,0.03,0.203,0.0000022023
AWAY,532,0.03,0.255,0.0000019818
MEMO,532,0.03,0.267,0.0000077514
DOOR,532,0.03,0.259,0.0000148584
ROAM,531,0.03,0.290,0.0000170828
EVAN,531,0.03,0.321,0.0000076216
LULU,531,0.03,0.152,0.0000014808
ORAN,531,0.03,0.323,0.0000375866
TERM,531,0.03,0.308,0.0000194314
MEAL,530,0.03,0.333,0.0000231595
CRAB,529,0.03,0.234,0.0000044282
TERN,529,0.03,0.341,0.0000427543
INIT,528,0.03,0.255,0.0000162762
POSE,528,0.03,0.329,0.0000254284
SHAH,528,0.03,0.250,0.0000053945
CONE,527,0.03,0.301,0.0000176987
PEAR,527,0.03,0.353,0.0000318775
RATA,527,0.03,0.374,0.0000682855
TREY,525,0.03,0.295,0.0000100725
STEN,524,0.03,0.358,0.0000524095
TAOS,524,0.03,0.350,0.0000544707
IONA,523,0.03,0.312,0.0000319980
NOUN,523,0.03,0.218,0.0000062280
IONS,522,0.03,0.285,0.0000245985
WERE,522,0.03,0.358,0.0000143376
LEIA,521,0.03,0.367,0.0000518748
BRAT,520,0.03,0.277,0.0000110998
DISC,520,0.03,0.215,0.0000056799
LOOT,520,0.03,0.275,0.0000213674
SOOT,520,0.03,0.310,0.0000354460
AXIS,519,0.03,0.268,0.0000017111
TRES,519,0.03,0.370,0.0000626719
WEST,518,0.03,0.308,0.0000091272
LAHR,517,0.03,0.264,0.0000102023
NEXT,517,0.03,0.272,0.0000016185
OMOO,516,0.03,0.252,0.0000115349
DIAL,516,0.03,0.267,0.0000138428
LIES,516,0.03,0.341,0.0000398788
MATE,516,0.03,0.351,0.0000309849
DOSE,516,0.03,0.338,0.0000334162
OLIN,515,0.03,0.250,0.0000148284
ALTA,514,0.03,0.355,0.0000504596
OTIC,514,0.03,0.236,0.0000093567
SAIL,514,0.03,0.318,0.0000334028
LEND,513,0.03,0.288,0.0000162341
ICER,512,0.03,0.300,0.0000173637
FETA,512,0.03,0.334,0.0000116722
MANE,512,0.03,0.340,0.0000262090
RAKE,512,0.03,0.335,0.0000116570
THAT,512,0.03,0.281,0.0000134945
EDGY,511,0.03,0.208,0.0000013839
LODE,510,0.03,0.302,0.0000201438
REPS,510,0.03,0.326,0.0000245058
ALMS,509,0.03,0.284,0.0000149127
TIME,509,0.03,0.298,0.0000165422
ARCO,508,0.03,0.291,0.0000177274
CHIC,508,0.03,0.141,0.0000011466
PORE,508,0.03,0.312,0.0000207438
ASOF,507,0.03,0.289,0.0000078884
NORM,507,0.03,0.235,0.0000089588
AGER,506,0.03,0.344,0.0000220489
ERGS,506,0.03,0.317,0.0000169501
LIME,506,0.03,0.280,0.0000123644
ONOR,506,0.03,0.282,0.0000244590
ITAL,504,0.03,0.301,0.0000269394
INCH,503,0.03,0.173,0.0000024312
LEGO,503,0.03,0.285,0.0000106025
DEBT,502,0.03,0.264,0.0000067320
DIRE,502,0.03,0.308,0.0000223649
RUIN,502,0.03,0.217,0.0000061102
AGHA,501,0.03,0.273,0.0000058866
OONA,501,0.03,0.325,0.0000390017
PAST,501,0.03,0.303,0.0000202930
MARC,500,0.03,0.243,0.0000064932
HOPI,500,0.03,0.187,0.0000029567
DEMO,499,0.03,0.276,0.0000103607
NODE,499,0.03,0.309,0.0000227963
OWES,499,0.03,0.311,0.0000095797
SPIT,499,0.03,0.249,0.0000108340
STYX,499,0.03,0.177,0.0000002455
SINE,498,0.03,0.348,0.0000451298
CHAT,498,0.03,0.238,0.0000053835
NOIR,498,0.03,0.269,0.0000200668
SHOT,497,0.03,0.258,0.0000108882
TUTU,497,0.03,0.188,0.0000026505
BARE,496,0.03,0.343,0.0000213738
CLAP,496,0.03,0.225,0.0000048803
SOHO,495,0.03,0.261,0.0000114280
CASH,494,0.03,0.255,0.0000066752
LALA,494,0.03,0.337,0.0000377158
PISA,494,0.03,0.293,0.0000174743
SYNE,494,0.03,0.301,0.0000104441
TALL,494,0.03,0.293,0.0000233837
DADA,493,0.03,0.304,0.0000178252
ONME,493,0.03,0.300,0.0000170551
SAND,493,0.03,0.301,0.0000225572
SPEW,492,0.03,0.264,0.0000035689
CRAM,492,0.03,0.243,0.0000064932
AMIS,491,0.03,0.293,0.0000171802
TRAM,491,0.03,0.286,0.0000162759
RANG,491,0.03,0.267,0.0000096854
GASP,490,0.03,0.251,0.0000054884
HORA,490,0.03,0.285,0.0000143263
LOVE,490,0.03,0.274,0.0000043825
MAAM,490,0.03,0.285,0.0000099774
EINE,489,0.03,0.397,0.0000700870
PAIR,489,0.03,0.277,0.0000142550
APOP,488,0.03,0.246,0.0000067168
OLDE,488,0.03,0.302,0.0000201438
TELE,488,0.03,0.400,0.0000719221
DALE,487,0.03,0.343,0.0000309555
DANA,487,0.03,0.327,0.0000293427
LINT,487,0.03,0.247,0.0000141280
ODER,486,0.03,0.321,0.0000272600
BEST,485,0.03,0.316,0.0000162444
ATON,485,0.03,0.322,0.0000371595
BEET,485,0.03,0.365,0.0000252277
LEIS,485,0.03,0.341,0.0000398788
PREP,485,0.03,0.265,0.0000077281
SLAY,485,0.03,0.271,0.0000077302
HOBO,485,0.03,0.192,0.0000024164
FLEA,484,0.03,0.316,0.0000087243
AWES,484,0.03,0.352,0.0000147213
SELA,484,0.03,0.394,0.0000746960
SLOP,484,0.03,0.245,0.0000098703
SWAT,484,0.03,0.286,0.0000076450
IKEA,484,0.03,0.324,0.0000099238
MEAN,483,0.03,0.340,0.0000262090
GERE,483,0.03,0.366,0.0000263237
MALE,483,0.03,0.333,0.0000231595
TATE,483,0.03,0.395,0.0000805979
TINT,483,0.03,0.265,0.0000189017
DANE,482,0.03,0.350,0.0000350315
ALIA,481,0.03,0.345,0.0000434507
OKAY,481,0.03,0.214,0.0000012518
TOIL,481,0.03,0.261,0.0000175304
OLAV,480,0.03,0.251,0.0000036709
RSVP,480,0.03,0.197,0.0000014227
SONS,479,0.03,0.312,0.0000354201
AEON,479,0.03,0.388,0.0000715547
DOLE,479,0.03,0.302,0.0000201438
OPED,479,0.03,0.277,0.0000105380
PELE,479,0.03,0.356,0.0000281228
UPTO,479,0.03,0.197,0.0000034037
ZERO,479,0.03,0.287,0.0000016447
ELEE,478,0.03,0.466,0.0001384939
LASH,478,0.03,0.280,0.0000125063
NYSE,478,0.03,0.301,0.0000104441
PEAS,477,0.03,0.369,0.0000390764
RUSE,477,0.03,0.321,0.0000200292
UFOS,477,0.03,0.197,0.0000015630
COAT,476,0.03,0.290,0.0000175259
EXEC,476,0.03,0.306,0.0000014699
BEAU,475,0.03,0.294,0.0000067532
HERS,475,0.03,0.321,0.0000202057
SLIM,475,0.03,0.231,0.0000079616
TOME,475,0.03,0.311,0.0000201630
TAUT,475,0.03,0.281,0.0000133766
ABED,474,0.03,0.308,0.0000108581
GORE,474,0.03,0.304,0.0000143480
HENS,474,0.03,0.309,0.0000168971
RONA,474,0.03,0.323,0.0000375866
PLOT,473,0.03,0.228,0.0000079604
RIGA,473,0.03,0.268,0.0000098599
TIES,473,0.03,0.359,0.0000533534
ROIL,472,0.03,0.262,0.0000177319
SAPS,472,0.03,0.320,0.0000251617
NEWT,471,0.03,0.280,0.0000062265
KNIT,470,0.03,0.203,0.0000027027
DART,470,0.03,0.295,0.0000217547
SEWS,470,0.03,0.325,0.0000113170
BLOC,469,0.03,0.175,0.0000021293
HEAT,469,0.03,0.347,0.0000259851
OWED,469,0.03,0.260,0.0000039700
ROOM,469,0.03,0.249,0.0000111164
BLAH,469,0.03,0.210,0.0000026444
AWED,468,0.03,0.300,0.0000061008
PACE,468,0.03,0.309,0.0000125728
PEON,468,0.03,0.301,0.0000173470
ARON,467,0.03,0.323,0.0000375866
METS,467,0.03,0.325,0.0000238197
UVEA,467,0.03,0.283,0.0000028796
STOA,466,0.03,0.350,0.0000544707
DIOR,466,0.03,0.245,0.0000121902
RIAL,466,0.03,0.302,0.0000272491
SOSA,466,0.03,0.367,0.0000675395
TUNE,466,0.03,0.292,0.0000135085
GATE,465,0.03,0.343,0.0000217983
LAMB,465,0.03,0.215,0.0000031532
MADE,465,0.03,0.317,0.0000159215
MORE,465,0.03,0.312,0.0000203947
NYET,465,0.03,0.283,0.0000084232
TRIM,465,0.03,0.232,0.0000086894
ICET,465,0.03,0.299,0.0000171664
LOST,463,0.03,0.288,0.0000252426
MOLE,463,0.03,0.293,0.0000150707
ROVE,463,0.03,0.293,0.0000059308
SADE,463,0.03,0.378,0.0000513514
POOR,462,0.03,0.250,0.0000113066
DYED,462,0.03,0.225,0.0000026293
ULAN,462,0.03,0.252,0.0000084572
ALBA,461,0.03,0.302,0.0000132293
ARIL,461,0.03,0.302,0.0000272491
ENOL,461,0.03,0.326,0.0000331595
KEEN,461,0.03,0.345,0.0000116382
INST,461,0.03,0.282,0.0000234366
THAW,460,0.03,0.220,0.0000019879
EXPO,459,0.03,0.243,0.0000007853
MOAT,458,0.03,0.289,0.0000168886
SKEW,457,0.03,0.247,0.0000013051
TRAY,457,0.03,0.273,0.0000084368
DORA,457,0.03,0.299,0.0000228332
STUD,456,0.03,0.219,0.0000052840
BELA,456,0.03,0.325,0.0000157942
ROUE,456,0.03,0.307,0.0000169544
SLIP,456,0.03,0.231,0.0000080978
DEEM,455,0.03,0.339,0.0000190083
KALE,455,0.03,0.316,0.0000086140
OINK,455,0.03,0.207,0.0000028367
RAMP,455,0.03,0.243,0.0000063642
SWAN,455,0.03,0.275,0.0000064666
TOOT,455,0.03,0.293,0.0000285873
LEAH,454,0.03,0.329,0.0000194225
DONE,454,0.03,0.309,0.0000227963
MASS,454,0.03,0.320,0.0000247383
SHES,454,0.03,0.337,0.0000247688
SIGN,454,0.03,0.230,0.0000063386
LUAU,454,0.03,0.214,0.0000031953
DRIP,453,0.03,0.198,0.0000045414
TWAS,452,0.03,0.286,0.0000076450
ECOL,452,0.03,0.294,0.0000156393
TARS,452,0.03,0.347,0.0000524945
LOGE,451,0.03,0.285,0.0000106025
MIRE,451,0.03,0.299,0.0000167324
RIND,451,0.03,0.231,0.0000098242
DROP,450,0.03,0.212,0.0000055355
LITE,450,0.03,0.324,0.0000321623
PENS,450,0.03,0.314,0.0000204930
MARS,449,0.03,0.303,0.0000201809
AARE,449,0.03,0.440,0.0001314912
DEMI,449,0.03,0.263,0.0000085002
PETS,448,0.03,0.325,0.0000242273
PILE,448,0.03,0.280,0.0000125760
REEK,448,0.03,0.357,0.0000139171
SELF,448,0.03,0.290,0.0000067068
SHOP,448,0.03,0.214,0.0000042575
BRAN,447,0.03,0.266,0.0000093889
HEIR,447,0.03,0.294,0.0000140324
HIDE,447,0.03,0.259,0.0000071286
LOCO,447,0.03,0.232,0.0000085244
LOOP,447,0.03,0.231,0.0000083550
SKAT,447,0.03,0.285,0.0000074208
MELT,446,0.03,0.290,0.0000143589
OURS,446,0.03,0.258,0.0000109171
POLE,446,0.03,0.294,0.0000153286
SERF,446,0.03,0.308,0.0000090761
LIST,445,0.03,0.275,0.0000207097
SLOB,445,0.03,0.235,0.0000066180
PARA,444,0.03,0.330,0.0000267008
THIS,444,0.03,0.244,0.0000089330
YELL,444,0.03,0.258,0.0000055633
CLAM,443,0.03,0.224,0.0000047981
CROC,443,0.03,0.204,0.0000043848
LOAD,443,0.03,0.280,0.0000168726
NOSY,443,0.03,0.238,0.0000056926
ABIT,443,0.03,0.267,0.0000094494
BALE,442,0.03,0.325,0.0000157942
BEAR,442,0.03,0.343,0.0000213738
BONE,442,0.03,0.291,0.0000116312
CLEO,442,0.03,0.294,0.0000156393
DASH,442,0.03,0.263,0.0000085978
GNAW,441,0.03,0.205,0.0000014105
LIED,441,0.03,0.289,0.0000165265
NELL,441,0.03,0.305,0.0000236143
OVID,441,0.03,0.181,0.0000013473
TECH,441,0.03,0.260,0.0000064273
TEXT,441,0.03,0.283,0.0000019134
DODO,440,0.03,0.223,0.0000075482
LOSS,440,0.03,0.305,0.0000312988
RAFT,440,0.03,0.269,0.0000061312
RING,440,0.03,0.213,0.0000051709
VETO,440,0.03,0.292,0.0000058634
SSNS,440,0.03,0.326,0.0000418438
KENO,439,0.03,0.283,0.0000063435
NAST,439,0.03,0.335,0.0000438986
PINE,439,0.03,0.287,0.0000142320
SIAM,438,0.03,0.293,0.0000171802
SYNC,438,0.03,0.192,0.0000021638
IPOD,438,0.03,0.201,0.0000047124
EBAN,437,0.03,0.332,0.0000178739
LOBE,437,0.03,0.284,0.0000102778
TYPE,437,0.03,0.251,0.0000038938
SIRS,436,0.03,0.311,0.0000347498
COAL,436,0.03,0.272,0.0000130996
ELHI,436,0.03,0.275,0.0000103693
IDEE,436,0.03,0.373,0.0000425766
MIEN,436,0.03,0.287,0.0000139925
DREW,435,0.03,0.257,0.0000038260
INKS,435,0.03,0.221,0.0000033512
HOME,434,0.03,0.263,0.0000065006
IMPS,434,0.03,0.205,0.0000041650
EDDA,433,0.03,0.326,0.0000212810
SRTA,433,0.03,0.347,0.0000524945
TARP,432,0.03,0.287,0.0000165545
THOU,432,0.03,0.192,0.0000028064
FRET,431,0.03,0.291,0.0000073199
IRAQ,431,0.03,0.250,0.0000003866
TORN,431,0.03,0.279,0.0000233037
ETES,430,0.03,0.435,0.0001193102
NEWS,430,0.03,0.297,0.0000077204
AGUA,429,0.03,0.272,0.0000058352
IRES,429,0.03,0.360,0.0000539668
KNEW,429,0.03,0.219,0.0000008903
NEAL,429,0.03,0.366,0.0000509570
NENE,429,0.03,0.396,0.0000688470
RARA,429,0.03,0.375,0.0000690704
IHOP,428,0.03,0.187,0.0000029567
SASE,428,0.03,0.430,0.0001239118
TEED,428,0.03,0.383,0.0000494444
NOPE,427,0.03,0.301,0.0000173470
PSAT,427,0.03,0.303,0.0000202930
NATE,426,0.03,0.384,0.0000681749
SHAG,426,0.03,0.246,0.0000045253
BABE,425,0.03,0.290,0.0000055400
PEAT,425,0.03,0.352,0.0000315152
RICO,425,0.03,0.237,0.0000094643
LOLL,424,0.03,0.235,0.0000113736
PENN,424,0.03,0.286,0.0000139802
SEGA,424,0.03,0.360,0.0000270282
CROP,423,0.03,0.203,0.0000042977
MEOW,423,0.03,0.250,0.0000029702
AIRE,422,0.03,0.386,0.0000702006
ROUT,422,0.03,0.241,0.0000088047
TIED,422,0.03,0.307,0.0000221107
ITLL,421,0.03,0.240,0.0000124841
NOME,421,0.03,0.300,0.0000170551
RYAN,421,0.03,0.262,0.0000071364
ACER,421,0.03,0.353,0.0000325236
BIAS,420,0.03,0.284,0.0000117165
CHER,420,0.03,0.261,0.0000065012
LADY,420,0.03,0.219,0.0000032035
TORT,420,0.03,0.290,0.0000275501
UKES,419,0.03,0.259,0.0000028314
CZAR,419,0.03,0.218,0.0000005236
DOER,418,0.03,0.321,0.0000272600
OSSA,418,0.03,0.367,0.0000675395
NODS,417,0.03,0.260,0.0000146788
OAST,417,0.03,0.350,0.0000544707
RAMS,417,0.03,0.303,0.0000201809
TMEN,417,0.03,0.297,0.0000162496
AMAH,416,0.03,0.281,0.0000083674
CELL,416,0.03,0.273,0.0000111374
DIVA,416,0.03,0.221,0.0000020704
HASH,416,0.03,0.250,0.0000053945
LAIC,416,0.03,0.258,0.0000107473
PATE,416,0.03,0.352,0.0000315152
SAKE,416,0.03,0.351,0.0000142896
WEED,416,0.03,0.322,0.0000072836
EROO,415,0.03,0.359,0.0000556808
HEAR,415,0.03,0.348,0.0000262838
LOON,414,0.03,0.264,0.0000180740
AXES,414,0.03,0.344,0.0000038265
CASA,414,0.03,0.347,0.0000333941
EBRO,414,0.03,0.303,0.0000139087
NEHI,414,0.03,0.282,0.0000117346
ROSY,414,0.03,0.250,0.0000068073
UHOH,414,0.03,0.144,0.0000009048
PAGE,413,0.03,0.300,0.0000085235
FLEE,412,0.03,0.339,0.0000104158
LOIN,412,0.03,0.250,0.0000148284
PAAR,411,0.03,0.330,0.0000267008
SHIN,411,0.03,0.233,0.0000075561
TANS,411,0.03,0.335,0.0000438986
TAPS,411,0.03,0.303,0.0000202930
THAN,411,0.03,0.270,0.0000114145
EFTS,410,0.03,0.308,0.0000089730
LOGO,410,0.03,0.222,0.0000057790
SEEK,410,0.03,0.374,0.0000170600
GALE,409,0.03,0.325,0.0000162931
SAYS,409,0.03,0.306,0.0000128234
HEEL,409,0.03,0.351,0.0000231880
SKIN,409,0.03,0.221,0.0000033512
CAPE,408,0.03,0.309,0.0000125728
GONE,408,0.03,0.292,0.0000119985
LADE,408,0.03,0.343,0.0000309555
SCOW,408,0.03,0.202,0.0000019847
TAKE,408,0.03,0.334,0.0000115246
BORE,407,0.03,0.303,0.0000139087
DRAW,407,0.03,0.235,0.0000032047
ELKE,407,0.03,0.338,0.0000102840
YEAH,407,0.03,0.290,0.0000051783
ARKS,406,0.03,0.286,0.0000075061
BABA,406,0.03,0.268,0.0000046404
IBAR,406,0.03,0.267,0.0000095580
LIRE,406,0.03,0.324,0.0000325320
MISS,406,0.03,0.266,0.0000132073
IRKS,406,0.03,0.232,0.0000040074
TGIF,406,0.03,0.162,0.0000008752
GENT,405,0.03,0.288,0.0000114318
SKIT,405,0.03,0.232,0.0000039618
YEAS,405,0.03,0.355,0.0000199149
ARMY,405,0.03,0.229,0.0000032434
HISS,405,0.03,0.261,0.0000110762
MINE,405,0.03,0.287,0.0000139925
COMA,404,0.03,0.246,0.0000067376
SETA,404,0.03,0.412,0.0000999351
TOUR,404,0.03,0.241,0.0000088047
THRU,404,0.03,0.189,0.0000027046
REFS,403,0.03,0.308,0.0000090761
CLEF,403,0.03,0.230,0.0000021579
HERR,403,0.03,0.305,0.0000164833
ROTS,403,0.03,0.307,0.0000341600
SOIL,403,0.03,0.278,0.0000217364
SWAP,403,0.03,0.242,0.0000029893
BOAR,402,0.03,0.281,0.0000116500
CODA,402,0.03,0.255,0.0000090056
DRAB,402,0.03,0.243,0.0000057036
ONYX,402,0.03,0.152,0.0000001758
AARP,402,0.03,0.330,0.0000267008
DOES,401,0.03,0.338,0.0000334162
GAGA,401,0.03,0.269,0.0000049381
GOAT,401,0.03,0.281,0.0000118814
LOPE,401,0.03,0.294,0.0000153286
NUDE,401,0.03,0.257,0.0000069413
PURE,401,0.03,0.260,0.0000063163
TILT,401,0.03,0.258,0.0000167024
WEAR,401,0.03,0.335,0.0000120093
DECO,399,0.03,0.277,0.0000107516
GRIN,399,0.03,0.213,0.0000051709
HORN,399,0.03,0.230,0.0000075132
NASH,399,0.03,0.287,0.0000141531
TROY,399,0.03,0.233,0.0000054901
CHAP,398,0.03,0.195,0.0000021051
INDO,398,0.03,0.233,0.0000101941
NAVE,398,0.03,0.321,0.0000076216
OWEN,398,0.03,0.283,0.0000065352
CAFE,397,0.03,0.291,0.0000046565
LAKE,397,0.03,0.316,0.0000086140
SLID,397,0.03,0.240,0.0000106416
TANG,397,0.03,0.266,0.0000095754
BLUE,396,0.03,0.232,0.0000031295
CLIO,396,0.03,0.218,0.0000069936
POEM,396,0.03,0.268,0.0000078841
SOLD,396,0.03,0.253,0.0000129708
STER,396,0.03,0.370,0.0000626719
DRNO,395,0.03,0.244,0.0000119745
LIVE,395,0.03,0.260,0.0000035956
MEND,395,0.03,0.262,0.0000083498
SAAB,395,0.03,0.337,0.0000219459
HOST,394,0.03,0.258,0.0000108882
TOTS,394,0.03,0.306,0.0000337718
MILE,394,0.03,0.280,0.0000123644
CLAW,393,0.02,0.207,0.0000018385
LISP,393,0.02,0.231,0.0000080978
PEEN,393,0.02,0.363,0.0000318259
LOOM,392,0.02,0.231,0.0000082145
SNEE,392,0.02,0.424,0.0001009203
USDA,392,0.02,0.263,0.0000085226
BITE,391,0.02,0.289,0.0000112814
MOAN,391,0.02,0.278,0.0000142855
PACT,391,0.02,0.243,0.0000065292
SANS,391,0.02,0.352,0.0000544309
AXED,391,0.02,0.292,0.0000015858
BERG,390,0.02,0.248,0.0000035840
LAND,390,0.02,0.266,0.0000135978
TOFU,390,0.02,0.179,0.0000012606
SUMO,390,0.02,0.214,0.0000041493
DARN,389,0.02,0.284,0.0000184016
GLAD,389,0.02,0.224,0.0000043478
ZEST,389,0.02,0.300,0.0000019209
TUBA,389,0.02,0.228,0.0000035070
CATS,388,0.02,0.303,0.0000207043
PEEP,388,0.02,0.331,0.0000147121
SONG,388,0.02,0.243,0.0000077260
CPAS,387,0.02,0.260,0.0000080958
KITE,387,0.02,0.280,0.0000061527
HERB,386,0.02,0.251,0.0000042724
OREM,386,0.02,0.312,0.0000203947
LARD,385,0.02,0.277,0.0000162605
LEDA,385,0.02,0.343,0.0000309555
PROS,385,0.02,0.264,0.0000133572
XENA,385,0.02,0.316,0.0000026104
AGIN,384,0.02,0.256,0.0000082454
BOAT,384,0.02,0.280,0.0000115176
FAST,384,0.02,0.285,0.0000075159
LILI,384,0.02,0.230,0.0000107501
SHAD,384,0.02,0.263,0.0000085978
ULEE,384,0.02,0.351,0.0000229854
ATOZ,383,0.02,0.264,0.0000013620
COST,383,0.02,0.263,0.0000134730
SHAW,383,0.02,0.237,0.0000024648
BOSS,383,0.02,0.271,0.0000109785
PATH,383,0.02,0.237,0.0000052766
LUTE,382,0.02,0.285,0.0000119367
RUDE,382,0.02,0.269,0.0000083005
UBER,382,0.02,0.251,0.0000042351
DOTS,381,0.02,0.271,0.0000173536
