answer,count,percent,score
BOWS,99,0.01,0.19263
GILD,99,0.01,0.17078
KOHL,99,0.01,0.16147
MINK,99,0.01,0.15947
BYRD,99,0.01,0.14180
KOCH,99,0.01,0.13660
RASE,98,0.01,0.41324
AUER,98,0.01,0.34755
ASTR,98,0.01,0.34718
TAUS,98,0.01,0.29779
GABE,98,0.01,0.29057
TINO,98,0.01,0.26811
SICS,98,0.01,0.26692
OHSO,98,0.01,0.26133
YUAN,98,0.01,0.21252
BOGS,98,0.01,0.20142
IBMS,98,0.01,0.19610
BRYN,98,0.01,0.16550
ZING,98,0.01,0.14334
IMUP,98,0.01,0.13961
WHIZ,98,0.01,0.09719
ISAT,97,0.01,0.33644
INAT,97,0.01,0.30832
OATY,97,0.01,0.27562
INNO,97,0.01,0.25711
KYLE,97,0.01,0.21521
DCON,97,0.01,0.20043
GIGS,97,0.01,0.18856
POLK,97,0.01,0.16637
FOUL,97,0.01,0.16140
NYNY,97,0.01,0.14919
AGAL,96,0.01,0.30288
ILED,96,0.01,0.28891
ISNO,96,0.01,0.28524
SHOR,96,0.01,0.25861
HAFT,96,0.01,0.21983
CFOS,96,0.01,0.20221
MOWS,96,0.01,0.20136
LUGS,96,0.01,0.18395
TURK,96,0.01,0.17658
PABA,95,0.01,0.27685
AGIO,95,0.01,0.27079
EDTV,95,0.01,0.25346
PULE,95,0.01,0.24150
MILS,95,0.01,0.23074
CARY,95,0.01,0.23000
IMON,95,0.01,0.22418
HUED,95,0.01,0.21993
INXS,95,0.01,0.21306
TING,95,0.01,0.21250
WNBA,95,0.01,0.20471
LINC,95,0.01,0.20365
WOWS,95,0.01,0.18443
SULK,95,0.01,0.17486
PASA,94,0.01,0.34664
GETA,94,0.01,0.34323
POLA,94,0.01,0.27128
DECI,94,0.01,0.26404
NOGS,94,0.01,0.24308
JOTS,94,0.01,0.23677
AUKS,94,0.01,0.23663
PUTS,94,0.01,0.21058
CORP,94,0.01,0.20348
TUGS,94,0.01,0.20198
HUAC,94,0.01,0.18941
TOBY,94,0.01,0.17922
HUMS,94,0.01,0.16175
JIMI,94,0.01,0.15235
DRUB,94,0.01,0.15039
PUNY,94,0.01,0.12531
EERY,93,0.01,0.36129
TRET,93,0.01,0.35237
JETE,93,0.01,0.34824
ABAS,93,0.01,0.33744
ARAP,93,0.01,0.33033
BENS,93,0.01,0.30501
FIEF,93,0.01,0.21956
KIRI,93,0.01,0.20531
DYAD,93,0.01,0.20269
FOND,93,0.01,0.18229
BUSY,93,0.01,0.14424
WWII,93,0.01,0.14394
WHIG,93,0.01,0.11428
INES,92,0.01,0.34776
AIWA,92,0.01,0.30221
WEVE,92,0.01,0.29336
LTRS,92,0.01,0.28541
ZEDS,92,0.01,0.26482
SKUA,92,0.01,0.23663
YALL,92,0.01,0.23603
JOAD,92,0.01,0.22869
IMIT,92,0.01,0.22173
YALU,92,0.01,0.20549
KEMP,92,0.01,0.20298
FURS,92,0.01,0.19383
YAWL,92,0.01,0.19320
POOF,92,0.01,0.18806
DUDS,92,0.01,0.18465
JOBS,92,0.01,0.18411
KIRK,92,0.01,0.15406
HUNG,92,0.01,0.12549
BUMP,92,0.01,0.09686
SESE,91,0.01,0.45186
HESA,91,0.01,0.36406
SHEM,91,0.01,0.27638
HOTS,91,0.01,0.25779
KATY,91,0.01,0.21092
CHEZ,91,0.01,0.19113
ORFF,91,0.01,0.16777
PUPS,91,0.01,0.16712
MUSH,91,0.01,0.16175
HOCK,91,0.01,0.13660
WHOM,91,0.01,0.13587
BURG,91,0.01,0.13301
WOMB,91,0.01,0.13157
ASET,90,0.01,0.41242
SLRS,90,0.01,0.30253
XERS,90,0.01,0.30086
CRTS,90,0.01,0.26053
ADOG,90,0.01,0.24600
MARV,90,0.01,0.22273
HAHN,90,0.01,0.22151
AZUR,90,0.01,0.21233
LIND,90,0.01,0.21185
DUMA,90,0.01,0.20204
ODIC,90,0.01,0.20152
CHIS,90,0.01,0.20144
FIBS,90,0.01,0.17900
BIBI,90,0.01,0.16034
GULL,90,0.01,0.14880
BMWS,90,0.01,0.14516
RENI,89,0.01,0.33146
SOMA,89,0.01,0.30596
HITE,89,0.01,0.29328
CARO,89,0.01,0.29069
BERM,89,0.01,0.25578
KITT,89,0.01,0.21441
KURT,89,0.01,0.17658
MOWN,89,0.01,0.17323
ORYX,89,0.01,0.16406
FLOG,89,0.01,0.15789
GAWK,89,0.01,0.15514
FOWL,89,0.01,0.14910
LUCY,89,0.01,0.11885
ISME,88,0.01,0.31483
RECT,88,0.01,0.30947
PACA,88,0.01,0.28661
CATT,88,0.01,0.28633
LOMA,88,0.01,0.27081
ARUN,88,0.01,0.27049
SYNS,88,0.01,0.25159
MTNS,88,0.01,0.24768
AXIL,88,0.01,0.23265
BECK,88,0.01,0.19482
WHEY,88,0.01,0.18518
SUMP,88,0.01,0.16665
GUSH,88,0.01,0.15362
SSSS,87,0.01,0.35399
ISAN,87,0.01,0.32544
CRAN,87,0.01,0.27615
DAHS,87,0.01,0.26330
MAGS,87,0.01,0.25035
HAHS,87,0.01,0.24963
IMNO,87,0.01,0.22418
MOIL,87,0.01,0.21715
VSOP,87,0.01,0.19929
VCRS,87,0.01,0.19714
IDID,87,0.01,0.19626
CONK,87,0.01,0.17396
WORK,87,0.01,0.16782
RCMP,87,0.01,0.15601
GUYS,87,0.01,0.14483
BILK,87,0.01,0.14372
PICK,87,0.01,0.12804
ENSE,86,0.01,0.42374
GAEA,86,0.01,0.38697
ENRY,86,0.01,0.28422
SHEP,86,0.01,0.27685
ISPS,86,0.01,0.26636
BLAT,86,0.01,0.25855
IVOR,86,0.01,0.21654
TUBS,86,0.01,0.20139
JUAN,86,0.01,0.20029
BUDS,86,0.01,0.16669
PUBS,86,0.01,0.15792
UELE,85,0.01,0.35103
YARE,85,0.01,0.33897
OTTS,85,0.01,0.30615
NEBS,85,0.01,0.30501
BLAS,85,0.01,0.27567
ZINE,85,0.01,0.26148
MOTT,85,0.01,0.24509
OYEZ,85,0.01,0.22878
KOOL,85,0.01,0.21337
BOLL,85,0.01,0.20031
GUNS,85,0.01,0.19098
BURT,85,0.01,0.18508
OHHI,85,0.01,0.18239
DAWG,85,0.01,0.18161
ROUX,85,0.01,0.17264
FIND,85,0.01,0.16884
DOCK,85,0.01,0.15026
FUND,85,0.01,0.13019
CUJO,85,0.01,0.12818
EGON,84,0.01,0.29202
EVAC,84,0.01,0.28900
XENO,84,0.01,0.27545
ILEX,84,0.01,0.25497
JAGS,84,0.01,0.22491
HONI,84,0.01,0.21975
MINN,84,0.01,0.20964
DOTH,84,0.01,0.20597
SUNK,84,0.01,0.18188
FLAX,84,0.01,0.18153
HUMP,84,0.01,0.10116
RAES,83,0.01,0.41324
APOS,83,0.01,0.30643
DANS,83,0.01,0.30066
KETT,83,0.01,0.29038
ROTI,83,0.01,0.27993
KAYE,83,0.01,0.27698
DENG,83,0.01,0.25378
FAQS,83,0.01,0.21470
LING,83,0.01,0.19448
PYRO,83,0.01,0.18923
ZUNI,83,0.01,0.14685
PUMP,83,0.01,0.10606
ATOR,82,0.01,0.33359
MMES,82,0.01,0.28081
GRAN,82,0.01,0.26698
IMSO,82,0.01,0.25230
HAYS,82,0.01,0.24085
BUNS,82,0.01,0.19039
YWCA,82,0.01,0.16832
PCBS,82,0.01,0.16359
TAEL,81,0.01,0.37727
NENA,81,0.01,0.37330
ACAT,81,0.01,0.33008
SLYE,81,0.01,0.29350
GATO,81,0.01,0.28070
OFME,81,0.01,0.25012
ROYS,81,0.01,0.24982
UNOS,81,0.01,0.24659
ROBO,81,0.01,0.24072
ZAGS,81,0.01,0.22513
HODS,81,0.01,0.22309
BODS,81,0.01,0.21879
HUNS,81,0.01,0.19469
MNOP,81,0.01,0.19063
DRIB,81,0.01,0.18904
GAMY,81,0.01,0.17608
UPIN,81,0.01,0.17255
USCG,81,0.01,0.15908
LUTZ,81,0.01,0.14974
WHYS,81,0.01,0.13624
CHUG,81,0.01,0.09359
ERDA,80,0.01,0.36142
ALAD,80,0.01,0.32026
OTHE,80,0.01,0.30673
TIOS,80,0.01,0.29624
GAGE,80,0.01,0.29116
MERL,80,0.01,0.29041
KAOS,80,0.01,0.28873
ANOD,80,0.01,0.28707
SIVA,80,0.01,0.27305
ANUT,80,0.01,0.26967
LIEF,80,0.01,0.26258
MCAT,80,0.01,0.24240
INSP,80,0.01,0.23823
FOPS,80,0.01,0.20165
CHEX,80,0.01,0.19165
PICT,80,0.01,0.18921
WILY,80,0.01,0.13954
DKNY,80,0.01,0.12147
ORME,79,0.01,0.31198
ROEG,79,0.01,0.30384
EFOR,79,0.01,0.29487
FOIE,79,0.01,0.28414
SOYS,79,0.01,0.26612
EKGS,79,0.01,0.25544
YAWS,79,0.01,0.22835
ZOOT,79,0.01,0.22340
GENX,79,0.01,0.21984
AZOV,79,0.01,0.20022
GIZA,79,0.01,0.19809
KWAI,79,0.01,0.19729
RAZZ,79,0.01,0.19173
GOUT,79,0.01,0.18839
WIGS,79,0.01,0.17977
MUGS,79,0.01,0.15804
MOCK,79,0.01,0.14102
CRUZ,79,0.01,0.12569
DUMP,79,0.01,0.11483
RENA,78,0.00,0.38512
RELS,78,0.00,0.35147
TAMA,78,0.00,0.32904
PNIN,78,0.00,0.21011
GUTS,78,0.00,0.20198
OKOK,78,0.00,0.17023
JUMP,78,0.00,0.08015
CALE,77,0.00,0.33437
BESO,77,0.00,0.31955
BEEB,77,0.00,0.31229
OREG,77,0.00,0.30384
INME,77,0.00,0.28670
TENK,77,0.00,0.27938
VITA,77,0.00,0.25593
MTGE,77,0.00,0.25555
CERF,77,0.00,0.24844
ODOM,77,0.00,0.21393
PROB,77,0.00,0.19372
SHUL,77,0.00,0.18766
JOGS,77,0.00,0.18470
WINK,77,0.00,0.14255
FURY,77,0.00,0.11956
MAES,76,0.00,0.36849
RNAS,76,0.00,0.33618
MARA,76,0.00,0.32986
MAGE,76,0.00,0.29929
NEUT,76,0.00,0.29199
TORR,76,0.00,0.29067
IGER,76,0.00,0.29039
LINA,76,0.00,0.29029
RECD,76,0.00,0.27478
AGON,76,0.00,0.26970
ALID,76,0.00,0.26660
CAYS,76,0.00,0.24631
SPYS,76,0.00,0.21912
ZAHN,76,0.00,0.20071
BICS,76,0.00,0.19714
THOM,76,0.00,0.19673
MUON,76,0.00,0.18553
YURT,76,0.00,0.18060
BONG,76,0.00,0.17329
JINX,76,0.00,0.12655
BOXY,76,0.00,0.11058
FOXY,76,0.00,0.10220
ALPE,75,0.00,0.33381
ITEN,75,0.00,0.33064
LEDS,75,0.00,0.31595
PIET,75,0.00,0.29817
YADA,75,0.00,0.28113
HEXA,75,0.00,0.27830
NAUT,75,0.00,0.26967
TUTS,75,0.00,0.25405
OTOH,75,0.00,0.24420
WRAY,75,0.00,0.21204
RUMS,75,0.00,0.21094
FOGS,75,0.00,0.19304
WOOF,75,0.00,0.17067
TCBY,75,0.00,0.13278
POKY,75,0.00,0.12724
COZY,75,0.00,0.11982
SAXE,74,0.00,0.34378
CECE,74,0.00,0.33182
GEED,74,0.00,0.33085
OSIS,74,0.00,0.31336
ROHE,74,0.00,0.30755
TALI,74,0.00,0.30129
CNET,74,0.00,0.29765
DANO,74,0.00,0.28707
TISH,74,0.00,0.24434
UPAT,74,0.00,0.23721
MOCS,74,0.00,0.21932
MOSH,74,0.00,0.21385
RUDI,74,0.00,0.19313
HUBS,74,0.00,0.15303
QUID,74,0.00,0.12170
FUJI,74,0.00,0.09660
ESAS,73,0.00,0.42955
SATO,73,0.00,0.34990
ARPA,73,0.00,0.33033
OOLA,73,0.00,0.31828
IMAS,73,0.00,0.29251
DESC,73,0.00,0.29108
MSEC,73,0.00,0.28184
KIAS,73,0.00,0.27528
ERIQ,73,0.00,0.27184
EFFS,73,0.00,0.24660
IBEG,73,0.00,0.23691
NMEX,73,0.00,0.22798
LTYR,73,0.00,0.21113
FLAY,73,0.00,0.19302
FIGS,73,0.00,0.17959
RUDY,73,0.00,0.14590
EEEE,72,0.00,0.54974
ANAL,72,0.00,0.34395
ASKA,72,0.00,0.32894
SOBE,72,0.00,0.31955
KAEL,72,0.00,0.31610
EXED,72,0.00,0.31428
ORTO,72,0.00,0.29339
STOL,72,0.00,0.28813
JETT,72,0.00,0.28217
KERI,72,0.00,0.28129
PARI,72,0.00,0.27668
JADA,72,0.00,0.26890
DANL,72,0.00,0.26551
SUEY,72,0.00,0.26296
LIRR,72,0.00,0.25919
TAVI,72,0.00,0.25593
DEBI,72,0.00,0.25428
GAMS,72,0.00,0.25035
MAWS,72,0.00,0.24156
CABO,72,0.00,0.23721
CPOS,72,0.00,0.21979
MAYI,72,0.00,0.21824
CHEM,72,0.00,0.21636
DIDI,72,0.00,0.19626
HOYT,72,0.00,0.18351
KINK,72,0.00,0.14224
IGGY,72,0.00,0.11428
ENES,71,0.00,0.42374
TEAT,71,0.00,0.39530
AVEO,71,0.00,0.33544
AHAT,71,0.00,0.32462
ARTI,71,0.00,0.32014
ENCS,71,0.00,0.31478
OMER,71,0.00,0.31198
UNES,71,0.00,0.30911
REMY,71,0.00,0.25129
SKOR,71,0.00,0.24580
TUMS,71,0.00,0.21011
OGOD,71,0.00,0.20580
TULL,71,0.00,0.20087
GORP,71,0.00,0.19431
COTY,71,0.00,0.18898
DIRK,71,0.00,0.18053
PRIX,71,0.00,0.16429
GUNN,71,0.00,0.16285
XING,71,0.00,0.14386
JAZZ,71,0.00,0.12153
MUCH,71,0.00,0.10173
SEEA,70,0.00,0.47849
EDEL,70,0.00,0.36489
SORA,70,0.00,0.35072
AITS,70,0.00,0.33644
ALEF,70,0.00,0.31624
MOAS,70,0.00,0.30596
MIAS,70,0.00,0.29251
BTEN,70,0.00,0.28789
ELLY,70,0.00,0.25835
VOCE,70,0.00,0.24880
GELD,70,0.00,0.24676
JOEY,70,0.00,0.22856
FICA,70,0.00,0.21538
VIPS,70,0.00,0.18584
FORK,70,0.00,0.16764
HUGS,70,0.00,0.15362
BYOB,70,0.00,0.12655
BIBB,70,0.00,0.11759
EADS,69,0.00,0.37772
TETS,69,0.00,0.36868
CERA,69,0.00,0.35322
ONEO,69,0.00,0.34763
ANCE,69,0.00,0.34140
VERO,69,0.00,0.29252
NEBR,69,0.00,0.28871
FRAS,69,0.00,0.28614
VIET,69,0.00,0.27824
VILA,69,0.00,0.23790
PORN,69,0.00,0.23538
OFNO,69,0.00,0.22053
LUNT,69,0.00,0.20790
FINI,69,0.00,0.19362
BAUD,69,0.00,0.19331
MACY,69,0.00,0.18525
ITUP,69,0.00,0.18355
ZIPS,69,0.00,0.18007
FOYT,69,0.00,0.17084
ROXY,69,0.00,0.16406
FURL,69,0.00,0.15868
JOWL,69,0.00,0.14076
PUZO,69,0.00,0.12784
CHUB,69,0.00,0.09300
GEOS,68,0.00,0.32015
LENI,68,0.00,0.31261
MALA,68,0.00,0.31102
OWER,68,0.00,0.29505
ALOG,68,0.00,0.26268
DIOS,68,0.00,0.26154
NOHO,68,0.00,0.23320
SWAK,68,0.00,0.22433
ABOY,68,0.00,0.22296
KYRA,68,0.00,0.21174
GISH,68,0.00,0.19227
CAGY,68,0.00,0.17711
JILL,68,0.00,0.17014
CURD,68,0.00,0.16015
BUMS,68,0.00,0.15745
DUNK,68,0.00,0.13006
HICK,68,0.00,0.12315
HUGH,68,0.00,0.08813
LETA,67,0.00,0.37727
ISAS,67,0.00,0.35357
ARRS,67,0.00,0.34800
ACAR,67,0.00,0.33090
ALTS,67,0.00,0.32833
JESS,67,0.00,0.31642
ITSO,67,0.00,0.29624
TONO,67,0.00,0.28156
LOCA,67,0.00,0.27185
XTRA,67,0.00,0.26141
METH,67,0.00,0.25926
ORDO,67,0.00,0.25869
SITH,67,0.00,0.24434
ICUS,67,0.00,0.20124
GMAC,67,0.00,0.19033
HONG,67,0.00,0.17759
MUMS,67,0.00,0.16618
FOLK,67,0.00,0.14880
WAVY,67,0.00,0.14783
HULU,67,0.00,0.12197
ANSA,66,0.00,0.37910
AERY,66,0.00,0.33897
DACE,66,0.00,0.31770
SARG,66,0.00,0.29511
HADA,66,0.00,0.28992
NAHS,66,0.00,0.28699
FAVE,66,0.00,0.27087
KAMA,66,0.00,0.26788
AOKI,66,0.00,0.26169
PONS,66,0.00,0.25168
NOLL,66,0.00,0.24197
NOMO,66,0.00,0.23763
ATUB,66,0.00,0.22801
VIDA,66,0.00,0.22123
IVEY,66,0.00,0.22109
BUSS,66,0.00,0.21851
DOMO,66,0.00,0.21393
NUBS,66,0.00,0.19039
BABU,66,0.00,0.17535
KOKO,66,0.00,0.17023
VICI,66,0.00,0.15937
CUBS,66,0.00,0.15849
DUSK,66,0.00,0.15818
SWUM,66,0.00,0.14926
SKYY,66,0.00,0.12714
KICK,66,0.00,0.11034
NEOS,65,0.00,0.36121
ANGE,65,0.00,0.33223
APRS,65,0.00,0.30371
ARPS,65,0.00,0.30371
AYLA,65,0.00,0.29780
RVER,65,0.00,0.28980
DORS,65,0.00,0.27227
SCIS,65,0.00,0.26692
LISI,65,0.00,0.26476
MANI,65,0.00,0.26438
JELL,65,0.00,0.24612
HAWS,65,0.00,0.23714
FOTO,65,0.00,0.23153
NTWT,65,0.00,0.21363
HAJI,65,0.00,0.20158
CUKE,65,0.00,0.19892
CMDR,65,0.00,0.16478
DHOW,65,0.00,0.14511
BBQS,65,0.00,0.12667
MYMY,65,0.00,0.08332
ASES,64,0.00,0.42955
OEDS,64,0.00,0.33752
APAT,64,0.00,0.32951
RESP,64,0.00,0.32603
SEXT,64,0.00,0.30004
BATT,64,0.00,0.27657
PELL,64,0.00,0.27204
AMAJ,64,0.00,0.25966
CHEN,64,0.00,0.24929
OUIS,64,0.00,0.24767
MARG,64,0.00,0.23405
MILT,64,0.00,0.21361
ROLF,64,0.00,0.21078
ZIMA,64,0.00,0.20622
JIGS,64,0.00,0.17125
UNPC,64,0.00,0.13956
BIGD,64,0.00,0.13615
WKRP,64,0.00,0.12082
TWEE,63,0.00,0.35676
EVIE,63,0.00,0.34431
INAS,63,0.00,0.32544
RENU,63,0.00,0.29281
ILAY,63,0.00,0.24414
CRAY,63,0.00,0.23000
MGRS,63,0.00,0.20743
NLRB,63,0.00,0.20462
KWAN,63,0.00,0.19621
ONUP,63,0.00,0.18600
DODD,63,0.00,0.18493
MINH,63,0.00,0.17228
BURL,63,0.00,0.16706
FULL,63,0.00,0.13984
FOGG,63,0.00,0.12385
LUCK,63,0.00,0.11483
GULF,63,0.00,0.10579
ADAS,62,0.00,0.35540
TRAS,62,0.00,0.34718
LEEJ,62,0.00,0.33021
ILLE,62,0.00,0.30559
GARS,62,0.00,0.29511
SADD,62,0.00,0.27696
UEYS,62,0.00,0.26296
GIDE,62,0.00,0.25487
MORO,62,0.00,0.24945
PARC,62,0.00,0.24369
MARM,62,0.00,0.24218
ZASU,62,0.00,0.22863
TOJO,62,0.00,0.22319
JAYS,62,0.00,0.21983
WISC,62,0.00,0.18894
BVDS,62,0.00,0.15186
FINK,62,0.00,0.14237
HUNK,62,0.00,0.11639
HULK,62,0.00,0.10937
PUFF,62,0.00,0.07139
TREO,61,0.00,0.35591
OPES,61,0.00,0.32875
GHEE,61,0.00,0.31718
STNS,61,0.00,0.30874
STRO,61,0.00,0.30697
SOBA,61,0.00,0.29724
ONEK,61,0.00,0.28292
INTS,61,0.00,0.28170
GAMA,61,0.00,0.27697
SUPE,61,0.00,0.27665
SOUS,61,0.00,0.27471
GIAN,61,0.00,0.25625
AMBO,61,0.00,0.23618
KCAR,61,0.00,0.22599
NYRO,61,0.00,0.22170
KOOP,61,0.00,0.18793
PTUI,61,0.00,0.18355
VOWS,61,0.00,0.18190
MACK,61,0.00,0.18123
CODY,61,0.00,0.15428
MINX,61,0.00,0.15200
BUFF,61,0.00,0.06219
TIEA,60,0.00,0.38538
ORRS,60,0.00,0.30779
PEDS,60,0.00,0.29051
OHME,60,0.00,0.26279
AGFA,60,0.00,0.25987
DITS,60,0.00,0.25800
MODS,60,0.00,0.22752
JOVE,60,0.00,0.22232
TTYL,60,0.00,0.21031
CIGS,60,0.00,0.19773
MORK,60,0.00,0.18474
MGMT,60,0.00,0.14555
FIFI,60,0.00,0.14359
KURD,60,0.00,0.14188
WICK,60,0.00,0.11065
XBOX,60,0.00,0.09908
ESCE,59,0.00,0.39184
AIME,59,0.00,0.34145
ROIS,59,0.00,0.29706
ARBS,59,0.00,0.29452
DEWS,59,0.00,0.27312
TRYA,59,0.00,0.27290
MEGS,59,0.00,0.27267
WAAC,59,0.00,0.26922
INOT,59,0.00,0.26811
SIMS,59,0.00,0.26589
CTRS,59,0.00,0.26053
DARC,59,0.00,0.25246
TFAL,59,0.00,0.25017
WACS,59,0.00,0.24260
HOLT,59,0.00,0.22264
POLI,59,0.00,0.21762
WITT,59,0.00,0.21472
KNAP,59,0.00,0.21360
MSGT,59,0.00,0.20661
PHIS,59,0.00,0.20087
UNLV,59,0.00,0.14450
HAJJ,59,0.00,0.14211
BUNK,59,0.00,0.11210
CUFF,59,0.00,0.07195
AWEE,58,0.00,0.40050
MENE,58,0.00,0.36268
UREA,58,0.00,0.34755
IOLE,58,0.00,0.32715
SRIS,58,0.00,0.31064
JOES,58,0.00,0.30284
DSOS,58,0.00,0.28858
ATIC,58,0.00,0.27642
LAGO,58,0.00,0.26268
BAIN,58,0.00,0.25566
JESU,58,0.00,0.25073
ALIF,58,0.00,0.24026
BRRR,58,0.00,0.23529
ACOW,58,0.00,0.22901
PCTS,58,0.00,0.21625
WUSS,58,0.00,0.21031
CINC,58,0.00,0.17877
POLY,58,0.00,0.17039
DUBS,58,0.00,0.16669
BUGS,58,0.00,0.14932
DICK,58,0.00,0.13681
GIBB,58,0.00,0.11818
AAAA,57,0.00,0.46047
BREE,57,0.00,0.36578
ANAP,57,0.00,0.31851
RHEO,57,0.00,0.30755
MOEN,57,0.00,0.30016
USIA,57,0.00,0.28788
ECUS,57,0.00,0.27721
FAYE,57,0.00,0.27711
NIRO,57,0.00,0.26893
ATWT,57,0.00,0.26837
BEYS,57,0.00,0.25887
AFIT,57,0.00,0.25828
THAD,57,0.00,0.24617
TROU,57,0.00,0.24128
AMUR,57,0.00,0.23756
OMRI,57,0.00,0.23600
LYME,57,0.00,0.23244
PALP,57,0.00,0.22428
EXGI,57,0.00,0.22093
DUAD,57,0.00,0.21127
AMYL,57,0.00,0.21012
DORK,57,0.00,0.19398
HUSK,57,0.00,0.14452
BUYS,57,0.00,0.14424
ANSE,56,0.00,0.40142
SEAU,56,0.00,0.36386
ASNO,56,0.00,0.33890
REZA,56,0.00,0.32696
APAL,56,0.00,0.31149
SOLS,56,0.00,0.30525
ECUA,56,0.00,0.30384
SUSS,56,0.00,0.28830
AHOT,56,0.00,0.28441
AOUT,56,0.00,0.28421
AFOR,56,0.00,0.27256
SAUD,56,0.00,0.26310
MOTS,56,0.00,0.26222
BORO,56,0.00,0.24072
GETZ,56,0.00,0.23032
CODS,56,0.00,0.22855
NOTV,56,0.00,0.21463
CIRC,56,0.00,0.19060
ZIGS,56,0.00,0.17147
RANA,55,0.00,0.36280
BANA,55,0.00,0.30932
PEPA,55,0.00,0.30837
NYES,55,0.00,0.30053
NETH,55,0.00,0.29219
TAWS,55,0.00,0.28550
OUTA,55,0.00,0.28421
OWAR,55,0.00,0.27273
ECCO,55,0.00,0.26929
SECY,55,0.00,0.26863
CAVA,55,0.00,0.26669
AMCS,55,0.00,0.25952
DOTO,55,0.00,0.25787
DURA,55,0.00,0.24679
CAVS,55,0.00,0.24006
ZITS,55,0.00,0.22354
LITH,55,0.00,0.20919
DONG,55,0.00,0.19126
ROPY,55,0.00,0.18923
POHL,55,0.00,0.17917
VIDI,55,0.00,0.16757
DOUP,55,0.00,0.16230
WIKI,55,0.00,0.14363
BURY,55,0.00,0.12793
KLUM,55,0.00,0.11380
JULY,55,0.00,0.09237
EZER,54,0.00,0.34928
TENO,54,0.00,0.34409
NERI,54,0.00,0.33146
VENA,54,0.00,0.32090
PSAS,54,0.00,0.32002
ODAS,54,0.00,0.31520
VEDA,54,0.00,0.29721
BEAV,54,0.00,0.27924
ALIG,54,0.00,0.24922
IIII,54,0.00,0.24583
BABS,54,0.00,0.24104
LOUS,54,0.00,0.23956
BOAC,54,0.00,0.23721
GMAT,54,0.00,0.23323
COPT,54,0.00,0.20266
JUDE,54,0.00,0.19891
RUDD,54,0.00,0.16835
BAKU,54,0.00,0.16684
PDFS,54,0.00,0.16341
DOGG,54,0.00,0.15019
MOBY,54,0.00,0.13528
SADR,53,0.00,0.31248
NONA,53,0.00,0.31077
STAC,53,0.00,0.30346
LITA,53,0.00,0.30129
LANI,53,0.00,0.29029
KIEL,53,0.00,0.26245
LOTI,53,0.00,0.26109
ANOX,53,0.00,0.25313
EKCO,53,0.00,0.25102
LIII,53,0.00,0.23772
OAKY,53,0.00,0.21445
FLAM,53,0.00,0.20624
ORCH,53,0.00,0.19859
TYCO,53,0.00,0.18898
FAHD,53,0.00,0.18514
DAVY,53,0.00,0.17399
GYNT,53,0.00,0.16527
GUMS,53,0.00,0.15804
DULY,53,0.00,0.12705
OSES,52,0.00,0.38934
ABAD,52,0.00,0.28562
GEOL,52,0.00,0.28500
GENL,52,0.00,0.27046
OHOS,52,0.00,0.26133
MFAS,52,0.00,0.24139
NAZI,52,0.00,0.23916
RAHM,52,0.00,0.23776
PONT,52,0.00,0.23456
GIRO,52,0.00,0.22786
ACTV,52,0.00,0.22294
GHIA,52,0.00,0.21889
FIXE,52,0.00,0.21196
WELK,52,0.00,0.21150
KOPS,52,0.00,0.20152
YGOR,52,0.00,0.18063
HIYO,52,0.00,0.17360
LIVY,52,0.00,0.13700
IERE,51,0.00,0.40852
DORE,51,0.00,0.32121
MANA,51,0.00,0.31804
UIES,51,0.00,0.31020
LEMS,51,0.00,0.30672
WEEB,51,0.00,0.30410
STAX,51,0.00,0.27772
ATRY,51,0.00,0.27290
ALOW,51,0.00,0.25389
INKA,51,0.00,0.24715
AKIM,51,0.00,0.21422
KOLN,51,0.00,0.19883
DICT,51,0.00,0.19798
SHIH,51,0.00,0.19597
ACUP,51,0.00,0.19431
PICO,51,0.00,0.19275
SCUP,51,0.00,0.16768
MUSK,51,0.00,0.14895
MUDD,51,0.00,0.12359
CERE,50,0.00,0.37554
SOIE,50,0.00,0.36230
TAYE,50,0.00,0.33815
OCAS,50,0.00,0.30700
SHAR,50,0.00,0.29882
LOME,50,0.00,0.29313
ADAB,50,0.00,0.28562
CEIL,50,0.00,0.28071
DOST,50,0.00,0.27145
AHIT,50,0.00,0.27096
TOPO,50,0.00,0.24910
BOWE,50,0.00,0.24157
FILA,50,0.00,0.24026
METZ,50,0.00,0.23846
AVGS,50,0.00,0.23089
HOSP,50,0.00,0.21432
MSGR,50,0.00,0.20743
LYIN,50,0.00,0.18940
FALK,50,0.00,0.18900
TOCK,50,0.00,0.18496
BRIC,50,0.00,0.18083
TUCK,50,0.00,0.13286
SERS,49,0.00,0.38662
IEST,49,0.00,0.35876
ELLO,49,0.00,0.31904
DOAS,49,0.00,0.31520
APEG,49,0.00,0.29976
ZEKE,49,0.00,0.28729
TOIT,49,0.00,0.27911
GOOS,49,0.00,0.25762
ROMO,49,0.00,0.24945
HAUS,49,0.00,0.24943
YOST,49,0.00,0.24900
SNOG,49,0.00,0.24308
CLEW,49,0.00,0.22977
PION,49,0.00,0.22465
GIRT,49,0.00,0.22433
AWHO,49,0.00,0.22355
GIGA,49,0.00,0.21518
ROLY,49,0.00,0.21467
KALB,49,0.00,0.19738
MIGS,49,0.00,0.19669
FOBS,49,0.00,0.19245
JPEG,49,0.00,0.18664
JUTS,49,0.00,0.18467
GIGO,49,0.00,0.17497
BULK,49,0.00,0.10507
UPUP,49,0.00,0.10143
